id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
a0003103,2003103,"  3103 Eger (1982 BB)",3103,Eger,,Y,N,15.2,,,,,,,1.5,,0.64,5.7103,,0.732,0.235,,Xe,,,,"JPL 527",2459000.5,59000,20200531.0000000,J2000,.3541491796984173,1.404234014661065,.9069256902642333,20.93088089986864,129.752466715275,254.0818904560691,76.28541811802468,1.901542339057896,.5923042390312934,2458871.705686046096,20200123.2056860,607.7957513671956,1.66405407629622,.0798354,31.069542618,3.70676,4.613,1.638E-8,5.9382E-10,2.2738E-8,3.6266E-6,5.0408E-6,5.8202E-6,3.5397E-6,8.0412E-10,3.7571E-10,5.9603E-6,3.8554E-7,APO,"Otto Matic",13982,1982-01-21,2020-05-03,3327,1,3,0,.39836,,,,,
a0003122,2003122,"  3122 Florence (1981 ET3)",3122,Florence,,Y,Y,14.1,,,,,,,4.9,,0.231,2.3581,,,,,S,,,,"JPL 559",2459000.5,59000,20200531.0000000,J2000,.4229445910453244,1.768974947335498,1.020796561665261,22.14249624858464,336.0638555801969,27.84781486656305,50.43779606820457,2.517153333005735,.4189107934728757,2458880.097764359179,20200131.5977644,859.3715072736836,2.35283095762815,.0453329,17.642204693,2.99821,3.920,6.5386E-9,4.1587E-9,1.24E-8,1.8572E-6,1.2425E-6,4.7255E-6,1.4199E-6,5.9176E-9,1.4772E-9,3.2247E-6,3.0305E-6,AMO,"Otto Matic",14805,1979-03-09,2019-09-20,4618,6,0,0,.28997,,,,,
a0003199,2003199,"  3199 Nefertiti (1982 RA)",3199,Nefertiti,,Y,N,14.8,,,,,,,2.2,,0.42,3.021,,0.895,0.418,,Sq,S,,,"JPL 294",2459000.5,59000,20200531.0000000,J2000,.2839877521113218,1.574480939978548,1.127347637091919,32.96249953498466,339.9912092972017,53.42212518168246,.7873390917520738,2.021614242865176,.498882146914559,2458998.921793410284,20200529.4217934,721.613315342101,1.97566958341438,.216441,84.23234397,3.61686,4.190,8.6222E-8,5.8107E-9,1.3541E-7,1.2331E-5,7.5432E-6,3.1896E-5,5.1258E-5,7.4609E-9,2.7617E-9,.00010274,3.9947E-6,AMO,"Otto Matic",13434,1982-09-13,2019-06-25,1789,0,1,0,.48127,,,,,
a0003200,2003200,"  3200 Phaethon (1983 TB)",3200,Phaethon,,Y,Y,14.3,,,,,,,6.25,,0.1066,3.604,,,,,B,F,,0.15,"JPL 712",2459000.5,59000,20200531.0000000,J2000,.8898311206936256,1.271367884101982,.1400651749776319,22.25951171307781,265.2176958865816,322.1867098330639,228.9572432413808,2.402670593226332,.6875388114627582,2459191.096886421324,20201207.5968864,523.6068044421955,1.43355730168979,.0194361,7.563947037,2.73739,4.510,1.3405E-9,7.1837E-10,1.6686E-9,2.5659E-7,8.935E-7,8.868E-7,2.8797E-7,1.3576E-9,5.8272E-10,5.708E-7,4.4378E-7,APO,"Davide Farnocchia",13158,1983-10-27,2019-11-05,4362,8,0,0,.30124,,,-5.444804809526769E-15,,
a0003271,2003271,"  3271 Ul (1982 RB)",3271,Ul,,Y,N,16.4,,,,,,,,,,,,,,,,,,,"JPL 55",2459000.5,59000,20200531.0000000,J2000,.395867985128419,2.101721575511026,1.26971729011255,25.07050400019739,158.8162187568392,159.0775409258467,146.9061969974157,2.933725860909503,.3234754308942451,2458546.350525366657,20190303.8505254,1112.91296221411,3.04698962960742,.276557,107.62768769,2.49547,3.533,1.1615E-7,3.3879E-8,2.3383E-7,1.3103E-5,1.447E-5,8.3268E-5,.00013731,4.729E-8,7.8214E-9,.00041381,2.6909E-5,AMO,"Otto Matic",13651,1982-09-14,2020-01-29,188,,,0,.58391,,,,,
a0003288,2003288,"  3288 Seleucus (1982 DV)",3288,Seleucus,,Y,N,15.2,,,,,,,2.8,,0.22,75.,,0.910,0.500,,K,S,,,"JPL 379",2459000.5,59000,20200531.0000000,J2000,.4561159460937995,2.03317857393378,1.105813405106332,5.929926747177932,218.6398060110216,349.3407818412044,57.08649850335401,2.960543742761228,.3399701503745002,2458832.583791943295,20191215.0837919,1058.916494884729,2.89915535902732,.102002,39.69611834,2.00803,3.666,2.6142E-8,2.3555E-9,5.2951E-8,3.085E-6,3.4503E-5,3.4586E-5,6.0549E-6,3.4298E-9,5.9079E-10,1.7606E-5,1.8402E-6,AMO,"Otto Matic",14072,1982-02-28,2020-09-08,1890,,,0,.47359,,,,,
a0003352,2003352,"  3352 McAuliffe (1981 CW)",3352,McAuliffe,,Y,N,15.8,,,,,,,,,,2.2060,,,,,A,,,,"JPL 307",2459000.5,59000,20200531.0000000,J2000,.3691144419171331,1.879156166535857,1.185532486849835,4.773341769009967,107.3623665488673,15.91537215517759,95.83154267089655,2.572779846221879,.3826130367994611,2458750.034037123976,20190923.5340371,940.8984153059238,2.57603946695667,.202741,78.90071497,2.51724,3.882,2.1269E-8,2.7852E-9,3.9947E-8,2.8669E-6,4.3506E-5,4.3862E-5,6.1462E-6,3.8133E-9,8.5064E-10,1.5765E-5,2.0919E-6,AMO,"Otto Matic",14410,1981-02-06,2020-07-21,1647,,,0,.44478,,,,,
a0003360,2003360,"  3360 Syrinx (1981 VA)",3360,Syrinx,,Y,N,15.9,,,,,,,1.8,,0.17,,,,,,,,,,"JPL 117",2459000.5,59000,20200531.0000000,J2000,.7461017377195733,2.465440309291031,.6259710102851105,21.16213439259364,242.5535895260869,63.46119658856012,2.589849624052044,4.304909608296952,.2546023075178019,2458990.327862719308,20200520.8278627,1413.969902746575,3.87123861121581,.108775,42.33196675,1.78367,2.965,3.433E-8,9.649E-9,8.5489E-8,9.5251E-6,1.8375E-5,1.796E-5,5.2318E-6,1.6848E-8,1.4947E-9,2.051E-5,8.3008E-6,APO,"Otto Matic",14161,1981-11-04,2020-08-12,493,,,0,.44039,,,,,
a0003361,2003361,"  3361 Orpheus (1982 HR)",3361,Orpheus,,Y,Y,19.03,,,,,,,0.3,,0.357,3.5327,,1.022,0.503,,,,,,"JPL 132",2455844.5,55844,20111010.0000000,J2000,.3227518287938224,1.209662179045708,.8192414985359853,2.685064208145241,189.5305495453812,301.6952073346065,102.8299018073053,1.60008285955543,.7408118495057834,2455705.692957596580,20110524.1929576,485.9533500175061,1.33046776185491,.0135908,5.289131636,3.45075,5.213,3.7127E-8,1.1101E-9,4.5113E-8,4.0392E-6,4.38E-5,4.4104E-5,7.9289E-6,1.4683E-9,1.0197E-9,1.0813E-5,6.6891E-7,APO,"Otto Matic",13173,1982-04-24,2018-05-18,870,,,0,.47356,,,2.095597614176399E-14,,
a0003362,2003362,"  3362 Khufu (1984 QA)",3362,Khufu,,Y,Y,18.3,,,,,,,0.7,,0.21,,,,,,,,,,"JPL 23",2459000.5,59000,20200531.0000000,J2000,.4684786225760869,.9895240677031433,.5259531954596882,9.91690600813587,152.4336909462086,55.05400164486407,197.8283040201547,1.453094939946598,1.001300726330682,2459162.461029004874,20201108.9610290,359.5323468097726,0.984345918712588,.0135341,5.267065697,3.52067,6.017,5.7403E-7,1.2893E-8,5.7478E-7,1.2111E-5,5.8629E-5,4.8035E-5,.00017923,1.8933E-8,1.9569E-8,.00018212,7.0267E-6,ATE,"Otto Matic",7394,1984-08-30,2004-11-27,266,,,1,.64205,,,,,
a0003551,2003551,"  3551 Verenia (1983 RD)",3551,Verenia,,Y,N,16.6,,,,,,,0.9,,0.37,4.930,,0.839,0.481,,,V,,,"JPL 94",2459000.5,59000,20200531.0000000,J2000,.4868495603158827,2.092937414612989,1.073991754539995,9.50709497807671,173.7865385264886,193.2539209477599,42.20475946170881,3.111883074685983,.3255140295401295,2458870.844268966429,20200122.3442690,1105.943115596555,3.02790722955936,.0759261,29.548160337,2.35004,3.579,8.2096E-8,1.1506E-8,1.7575E-7,5.5969E-6,3.5697E-5,4.1662E-5,4.4108E-5,1.7108E-8,2.6843E-9,.00013444,9.12E-6,AMO,"Otto Matic",13082,1983-09-07,2019-07-02,468,,,0,.61292,,,,,
a0003552,2003552,"  3552 Don Quixote (1983 SA)",3552,"Don Quixote",,Y,N,12.9,,,,,,,19.0,,0.03,6.665,,,,,D,D,,,"JPL 255",2459000.5,59000,20200531.0000000,J2000,.708940624668573,4.260619708090496,1.240093310761587,31.08439670402863,349.9647670470218,316.4979513621692,84.53233198196266,7.281146105419405,.1120714306613095,2458246.228090708261,20180507.7280907,3212.237033789228,8.79462569141472,.334156,130.04349052,.440196,2.314,2.7792E-8,2.1378E-8,1.1857E-7,6.1876E-6,9.6688E-6,9.766E-6,4.0723E-6,3.6534E-8,8.435E-10,3.2135E-5,2.4177E-5,AMO,"Otto Matic",13338,1983-09-10,2020-03-17,1290,,,0,.46295,,,,,
a0003553,2003553,"  3553 Mera (1985 JA)",3553,Mera,,Y,N,16.4,,,,,,,,,,3.1944,,,,,,,,,"JPL 144",2459000.5,59000,20200531.0000000,J2000,.3201562490933487,1.644518296184629,1.118015486912773,36.77055173445697,232.5277896752244,288.8731921354261,261.9356047139672,2.171021105456485,.4673540488397303,2459210.328919915193,20201226.8289199,770.2939578543263,2.10894991883457,.294382,114.56464294,3.18066,4.017,4.7213E-8,7.1623E-9,7.8769E-8,9.1532E-6,8.5522E-6,1.6734E-5,2.6804E-5,9.4553E-9,3.0532E-9,5.8523E-5,5.0322E-6,AMO,"Otto Matic",12525,1985-05-11,2019-08-26,736,,,0,.4816,,,,,
a0003554,2003554,"  3554 Amun (1986 EB)",3554,Amun,,Y,N,15.82,,,,,,,3.341,,0.074,2.53001,,0.707,0.235,,,,,0.021,"JPL 260",2459000.5,59000,20200531.0000000,J2000,.280576760744493,.9739454856228307,.7006790161250547,23.35695516099013,358.6102876226886,359.4009549855169,26.0368830535026,1.247211955120607,1.025420747928558,2458975.108585689241,20200505.6085857,351.0754007340228,0.961192062242362,.250657,97.54818469,4.19669,6.105,7.6611E-8,2.6402E-9,7.5843E-8,1.0335E-5,7.37E-6,1.7155E-5,2.5155E-5,3.3809E-9,4.1696E-9,2.4531E-5,1.4275E-6,ATE,"Otto Matic",11979,1986-03-04,2018-12-20,1657,,,0,.34744,,,,,
a0003671,2003671,"  3671 Dionysus (1984 KD)",3671,Dionysus,,Y,Y,16.4,,,,,,,1.5,,0.16,2.7053,,,,,Cb,,,,"JPL 99",2459000.5,59000,20200531.0000000,J2000,.5416798698566093,2.19859132883212,1.007658663962467,13.53410152389855,82.08580521435017,204.2630162165088,7.99451591879271,3.389523993701772,.3023342211778788,2458974.057356862725,20200504.5573569,1190.735202245575,3.26005531073395,.0206816,8.048658272,1.83881,3.429,2.5902E-8,1.8874E-9,5.6759E-8,5.6233E-6,1.6007E-5,1.6185E-5,6.3837E-6,2.9098E-9,3.8932E-10,2.1085E-5,1.5333E-6,APO,"Otto Matic",13233,1984-05-27,2020-08-19,566,,,0,.52214,,,,,
a0003691,2003691,"  3691 Bede (1982 FT)",3691,Bede,,Y,N,14.7,,,,,,,4.3,,0.515,226.8,,,,,Xc,,,,"JPL 471",2459000.5,59000,20200531.0000000,J2000,.2841953575058745,1.774496550372143,1.270192868846191,20.35824247325346,348.7468071924875,234.970254715239,37.97432741244474,2.278800231898096,.4169570628612456,2458909.425088948351,20200229.9250889,863.3982538384302,2.36385558888003,.35162,136.8399554,2.83026,3.982,3.2384E-8,3.4384E-9,5.7568E-8,5.2532E-6,8.6322E-6,1.2135E-5,8.8996E-6,4.4156E-9,1.2119E-9,2.123E-5,2.5095E-6,AMO,"Otto Matic",16527,1975-06-09,2020-09-07,2448,,,0,.39874,,,,,
a0003752,2003752,"  3752 Camillo (1985 PA)",3752,Camillo,,Y,N,15.3,,,,,,,2.306,,0.210,37.846,,,,,,,,0.088,"JPL 306",2459000.5,59000,20200531.0000000,J2000,.301671883390662,1.413563764327179,.987131321249805,55.55753522589504,147.9669278335219,312.2175535763872,150.4557118768659,1.839996207404553,.5864499696798192,2458743.946637129149,20190917.4466371,613.8631061683697,1.68066558841443,.0782416,30.449283472,3.37864,4.243,2.9422E-8,1.5887E-9,4.0668E-8,6.4463E-6,1.8131E-6,6.3636E-6,4.5588E-6,2.0679E-9,9.8865E-10,7.4572E-6,1.0349E-6,APO,"Otto Matic",16294,1976-01-28,2020-09-07,1710,4,4,0,.36057,,,,,
a0003753,2003753,"  3753 Cruithne (1986 TO)",3753,Cruithne,,Y,N,15.6,,,,,,,2.071,,0.365,27.30990,,,,,Q,,,0.106,"JPL 177",2459000.5,59000,20200531.0000000,J2000,.5148440940541421,.9976970055915179,.4840385946072225,19.8062792493515,126.2251100935715,43.8375688372012,166.4702046250571,1.511355416575813,.9890222698969928,2458832.182046307820,20191214.6820463,363.9958481799345,0.99656631945225,.071205,27.71084985,3.51182,5.922,4.8259E-7,1.86E-9,4.8117E-7,1.101E-5,8.5975E-5,8.5772E-5,3.5931E-5,2.8176E-9,2.7657E-9,3.6374E-5,1.0179E-6,ATE,"Otto Matic",17128,1973-10-17,2020-09-08,840,,,0,.41804,,,,,
a0003757,2003757,"  3757 Anagolay (1982 XB)",3757,Anagolay,,Y,Y,18.9,,,,,,,0.5,,0.18,9.012,,0.859,0.522,,,S,,,"JPL 46",2459000.5,59000,20200531.0000000,J2000,.44630354796355,1.834366453577306,1.015682197080439,3.867817849320273,74.96083695184362,17.22973130025246,19.07701735902614,2.653050710074172,.3967116228427927,2458952.412128960774,20200412.9121290,907.4601783035215,2.48449056345933,.036196,14.08639732,2.57139,3.897,5.2143E-8,2.3422E-9,9.6061E-8,6.7028E-6,6.9929E-5,7.3298E-5,1.1844E-5,3.3876E-9,7.5981E-10,2.9776E-5,1.738E-6,APO,"Otto Matic",13428,1982-12-14,2019-09-19,173,0,2,0,.73686,,,,,
a0003838,2003838,"  3838 Epona (1986 WA)",3838,Epona,,Y,N,15.6,,,,,,,,,,2.3812,,,,,,,,,"JPL 110",2459000.5,59000,20200531.0000000,J2000,.7025010076665172,1.504950414606878,.4477212318574034,29.20776336959013,235.5031876609567,49.69521697040621,91.61070198852261,2.562179597356353,.5338518935361262,2458828.896783644033,20191211.3967836,674.3443347469153,1.84625416768492,.159811,62.19364687,2.88774,4.126,8.6243E-8,5.4681E-9,1.3017E-7,1.052E-5,1.0676E-5,1.1382E-5,1.2698E-5,9.3095E-9,2.9096E-9,2.3049E-5,3.6753E-6,APO,"Otto Matic",12140,1986-11-30,2020-02-25,672,,,0,.4957,,,,,
a0003908,2003908,"  3908 Nyx (1980 PA)",3908,Nyx,,Y,N,17.3,,,,,,,1.0,,0.23,4.42601,,,,,V,V,,0.15,"JPL 191",2459000.5,59000,20200531.0000000,J2000,.4589935863443808,1.927872799505316,1.04299154924459,2.18557283121988,261.2507057821683,126.5623975488924,296.5588785368722,2.812754049766042,.3682023110570182,2459172.799628649815,20201119.2996286,977.7233580270821,2.67686066537189,.0573946,22.336256482,2.64644,3.780,3.9662E-9,3.8286E-9,8.061E-9,1.2629E-6,4.5525E-5,4.513E-5,4.3983E-6,5.5858E-9,1.0968E-9,1.245E-5,2.9125E-6,AMO,"Otto Matic",14642,1980-08-06,2020-09-07,1699,15,1,0,.46067,,,2.12721582557442E-14,,
a0003988,2003988,"  3988 Huma (1986 LA)",3988,Huma,,Y,N,17.8,,,,,,,0.7,,,10.4,,,,,,,,,"JPL 132",2459000.5,59000,20200531.0000000,J2000,.31665902506828,1.544471256203417,1.055400493968061,10.76737558223517,229.8131873703807,86.89903797420202,214.7719844198296,2.033542018438773,.5134927647593986,2459283.323879024310,20210309.8238790,701.0809590835833,1.91945505567032,.177819,69.20182023,3.31692,4.384,3.4922E-8,3.7165E-9,5.3575E-8,5.8003E-6,2.2654E-5,2.5277E-5,9.7569E-6,4.8934E-9,1.8534E-9,1.9803E-5,2.5305E-6,AMO,"Otto Matic",12282,1986-06-04,2020-01-19,538,,,0,.43524,,,,,
a0004015,2004015,"  4015 Wilson-Harrington (1979 VA)",4015,Wilson-Harrington,,Y,Y,15.99,,,,,,,4,,0.05,3.5736,,0.666,0.279,,,CF,,0.5,"JPL 184",2459000.5,59000,20200531.0000000,J2000,.6311870131501052,2.625914318209086,.9684713029105984,2.798294802795844,266.8177006839392,95.37013411934119,171.0177161907802,4.283357333507575,.2316238344989084,2458262.157520864563,20180523.6575209,1554.244194164295,4.25528869038821,.0430103,16.738318451,1.22394,3.082,3.9254E-8,4.954E-9,1.0419E-7,5.2523E-6,9.827E-5,9.8248E-5,3.1513E-6,8.0809E-9,6.5547E-10,1.2219E-5,4.3983E-6,APO,"Otto Matic",25702,1949-11-19,2020-04-02,983,,,0,.54633,,,,,
a0004034,2004034,"  4034 Vishnu (1986 PA)",4034,Vishnu,,Y,Y,18.4,,,,,,,0.42,,0.52,44.4,,,,,O,,,,"JPL 76",2459000.5,59000,20200531.0000000,J2000,.4441281549688664,1.059782692407996,.5891033605608949,11.17029424872443,157.9299804351317,296.66576408612,254.5593045815552,1.530462024255097,.9033974074750584,2459117.215738329541,20200924.7157383,398.49571962596,1.09102181964671,.019585,7.62189445,3.6837,5.703,6.6018E-8,9.0463E-9,7.0483E-8,7.5933E-6,4.2451E-5,3.9229E-5,2.8165E-5,1.3064E-8,1.1567E-8,3.244E-5,5.1023E-6,APO,"Otto Matic",12383,1986-08-02,2020-06-27,488,0,1,0,.42741,,,-5.859451038580857E-14,,
a0004055,2004055,"  4055 Magellan (1985 DO2)",4055,Magellan,,Y,N,14.7,,,,,,,2.49,,0.31,7.475,,,,,V,V,,,"JPL 589",2459000.5,59000,20200531.0000000,J2000,.3263362483621956,1.82043461020633,1.226360809122901,23.25372401984579,164.829792237007,154.3662001475607,345.2035174790734,2.414508411289761,.4012743946752986,2459037.373727098634,20200706.8737271,897.141718427619,2.4562401599661,.23975,93.3035075,3.01125,3.886,3.1118E-8,2.6747E-9,5.6305E-8,4.4827E-6,6.447E-6,8.2124E-6,3.7719E-6,3.5476E-9,8.8438E-10,9.4321E-6,1.9772E-6,AMO,"Otto Matic",13014,1985-01-21,2020-09-08,3819,,,0,.38474,,,,,
a0004179,2004179,"  4179 Toutatis (1989 AC)",4179,Toutatis,,Y,Y,15.2,0.10,,,,,,5.4,1.70x2.03x4.26,0.405,176.,,,,,Sk,,,,"JPL 526",2459000.5,59000,20200531.0000000,J2000,.6242486422868923,2.545398024640635,.956436763678981,.4479490697959537,125.1994092905343,277.9899151529464,311.2833559501156,4.134359285602288,.2427004154716527,2459201.227485180488,20201217.7274852,1483.310192528483,4.06108197817518,.00657948,2.5605362316,1.28945,3.137,1.4582E-9,4.4665E-10,3.853E-9,1.9017E-7,2.4055E-5,2.3561E-5,2.2439E-7,7.2547E-10,6.3881E-11,9.7708E-7,3.9042E-7,APO,"Otto Matic",31600,1934-02-10,2020-08-17,6164,35,28,0,.26506,,-4.107825218534811E-13,-6.478555602873616E-15,,
a0004183,2004183,"  4183 Cuno (1959 LM)",4183,Cuno,,Y,Y,14.1,,,,,,,3.651,,0.097,3.5595,,,,,Sq,,,0.102,"JPL 449",2459000.5,59000,20200531.0000000,J2000,.6341387636243487,1.983072161628205,.7255292328754304,6.704037023888967,294.8674921347591,236.349005699506,331.350530072703,3.240615090380979,.3529362744090001,2459081.674625575881,20200820.1746256,1020.01416715476,2.79264659043055,.0283304,11.025341768,1.79466,3.572,2.4177E-8,2.1867E-9,4.745E-8,3.309E-6,2.7046E-5,2.7135E-5,4.4452E-6,3.5733E-9,5.8376E-10,1.269E-5,1.6871E-6,APO,"Otto Matic",22171,1959-06-05,2020-02-16,2397,1,0,0,.46588,,,,,
a0004197,2004197,"  4197 Morpheus (1982 TA)",4197,Morpheus,,Y,N,14.9,,,,,,,1.8,,0.37,3.5380,,,,,Sq,,,,"JPL 128",2459000.5,59000,20200531.0000000,J2000,.7724192999464498,2.295124783662911,.5223261049762583,12.5941031954914,7.044695502930868,122.511031324769,263.2702196075039,4.067923462349563,.2834618517514941,2459341.744438342615,20210507.2444383,1270.012164866564,3.47710380524727,.0983462,38.273390654,1.26723,3.090,2.8125E-8,4.2354E-9,6.5305E-8,4.9287E-6,1.1194E-5,1.2404E-5,4.3994E-6,7.5069E-9,7.8465E-10,1.6313E-5,3.5155E-6,APO,"Otto Matic",24111,1954-09-03,2020-09-07,832,4,2,0,.48641,,,,,
a0004257,2004257,"  4257 Ubasti (1987 QA)",4257,Ubasti,,Y,N,15.9,,,,,,,,,,4.4,,,,,,,,,"JPL 181",2459000.5,59000,20200531.0000000,J2000,.4683921811806701,1.647086656933804,.8756041450990016,40.71242443599848,169.1866858382338,278.9331551219168,134.9599037763625,2.418569168768607,.4662613324327113,2458711.048796589648,20190815.5487966,772.099196220509,2.11389239211638,.169603,66.00439951,3.36504,3.913,4.9146E-8,6.3042E-9,8.0438E-8,5.0049E-6,1.0037E-5,1.1317E-5,1.8031E-5,9.257E-9,2.6769E-9,3.7174E-5,4.4328E-6,APO,"Otto Matic",12069,1987-08-23,2020-09-07,821,,,0,.48452,,,,,
a0004341,2004341,"  4341 Poseidon (1987 KF)",4341,Poseidon,,Y,N,15.9,,,,,,,3.177,,0.054,6.262,,,,,O,,,0.651,"JPL 114",2459000.5,59000,20200531.0000000,J2000,.6795653375083117,1.835967623949063,.588307665925785,11.85378950686586,108.1001746290207,15.6794845031935,129.5994130964189,3.083627581972342,.3961927702420396,2458673.387990820113,20190708.8879908,908.6485848292261,2.48774424320117,.194013,75.50403921,2.02795,3.687,4.5191E-8,5.5688E-9,8.4093E-8,6.0582E-6,2.2428E-5,2.4486E-5,1.8134E-5,9.3532E-9,1.8026E-9,4.4573E-5,4.1341E-6,APO,"Otto Matic",12139,1987-05-29,2020-08-22,526,,,0,.55718,,,,,
a0004401,2004401,"  4401 Aditi (1985 TB)",4401,Aditi,,Y,N,16.0,,,,,,,1.801,,0.343,6.670,,,,,,,,0.535,"JPL 205",2459000.5,59000,20200531.0000000,J2000,.5644002390075878,2.580681127479128,1.124144082327537,26.63802301661972,22.88805212021094,68.15070272946105,113.4192280640748,4.03721817263072,.2377401624607585,2458523.427775895687,20190208.9277759,1514.258240062496,4.14581311447638,.331404,128.97249468,2.23652,3.056,2.625E-8,7.9336E-9,6.7975E-8,9.9775E-6,9.216E-6,1.3152E-5,4.328E-6,1.2411E-8,1.0963E-9,1.7247E-5,6.9828E-6,AMO,"Otto Matic",12282,1985-10-14,2019-05-31,1026,,,0,.46965,,,,,
a0004450,2004450,"  4450 Pan (1987 SY)",4450,Pan,,Y,Y,17.1,,,,,,,,,,56.48,,,,,,,,,"JPL 210",2459000.5,59000,20200531.0000000,J2000,.586672400111843,1.442495036973017,.5962230114826353,5.520542082673219,311.8067258920639,291.8364103732316,1.709168293728131,2.288767062463398,.5688956100453106,2458997.495638103813,20200527.9956381,632.8050237043088,1.73252573224999,.028548,11.11002516,2.76754,4.456,2.2023E-8,3.465E-9,3.1576E-8,4.5932E-6,2.0944E-5,2.0354E-5,9.343E-6,5.4978E-9,2.0498E-9,1.6412E-5,2.2801E-6,APO,"Otto Matic",30523,1937-02-06,2020-09-01,1106,1,0,0,.44763,,,,,
a0004486,2004486,"  4486 Mithra (1987 SB)",4486,Mithra,,Y,Y,15.5,,,,,,,1.849,"2.35 x 1.65 x 1.44",0.297,67.5,,,,,,,,0.022,"JPL 204",2459000.5,59000,20200531.0000000,J2000,.6630233927092332,2.199297518116953,.7411118160780544,3.039696037833651,82.23622396262094,168.9065566716527,33.94875100406465,3.65748322015585,.3021886146518716,2458888.157081180327,20200208.6570812,1191.30894595327,3.26162613539567,.0462892,18.014367964,1.40489,3.338,2.1224E-8,4.3358E-9,4.726E-8,2.3265E-6,6.8286E-5,6.7277E-5,7.2679E-6,7.2105E-9,8.9362E-10,2.372E-5,3.5229E-6,APO,"Otto Matic",12270,1987-01-29,2020-09-02,817,8,9,0,.52547,,,,,
a0004487,2004487,"  4487 Pocahontas (1987 UA)",4487,Pocahontas,,Y,N,17.3,,,,,,,,,,,,,,,,,,,"JPL 146",2459000.5,59000,20200531.0000000,J2000,.29646227429953,1.730402045802409,1.217403119851267,16.40453386323421,198.117559472218,173.9667029893765,123.0705926905786,2.24340097175355,.4329956607114098,2458716.269454852332,20190820.7694549,831.4171079879225,2.27629598353983,.219924,85.58782308,3.22335,4.064,4.3741E-8,4.1372E-9,7.5936E-8,5.5255E-6,1.4159E-5,1.5348E-5,9.9052E-6,5.3637E-9,1.5529E-9,2.2179E-5,2.9818E-6,AMO,"Otto Matic",11810,1987-09-24,2020-01-24,608,,,0,.48985,,,,,
a0004503,2004503,"  4503 Cleobulus (1989 WM)",4503,Cleobulus,,Y,N,15.6,,,,,,,,,,3.13,,,,,Sq,,,,"JPL 126",2459000.5,59000,20200531.0000000,J2000,.5240915019646728,2.704485064774074,1.287087425135604,2.512917941911695,45.9583563193046,76.31520799689633,292.9990773119507,4.121882704412544,.2216037946198612,2459302.845556866400,20210329.3455569,1624.520918595024,4.44769587568795,.306677,119.34948809,.996264,3.151,3.381E-8,1.104E-8,9.1091E-8,5.2896E-6,.00011833,.00011871,1.1583E-5,1.6827E-8,1.357E-9,5.4072E-5,9.9476E-6,AMO,"Otto Matic",14490,1980-12-30,2020-09-01,678,,,0,.58919,,,,,
a0004544,2004544,"  4544 Xanthus (1989 FB)",4544,Xanthus,,Y,N,17.1,,,,,,,1.3,,,37.65,,,,,,,,,"JPL 155",2459000.5,59000,20200531.0000000,J2000,.2501656250896296,1.042099090658763,.7814017202387786,14.14491578443739,23.98478594141744,333.8395080842769,311.7520531307895,1.302796461078747,.9264895996783302,2459052.576080385535,20200722.0760804,388.563455137531,1.06382876149906,.172809,67.25207853,4.15046,5.833,7.2417E-8,6.7476E-9,7.4297E-8,8.3203E-6,1.8279E-5,2.6433E-5,4.3028E-5,8.4356E-9,8.9985E-9,4.691E-5,3.7739E-6,APO,"Otto Matic",11458,1989-03-30,2020-08-12,845,0,1,0,.45074,,,,,
a0004581,2004581,"  4581 Asclepius (1989 FC)",4581,Asclepius,,Y,Y,20.7,,,,,,,,,,8.008,,,,,,,,,"JPL 105",2459000.5,59000,20200531.0000000,J2000,.3570522712425096,1.022636912005044,.6575020799172163,4.917322668400003,180.2183601608095,255.3412725591861,127.2760464659512,1.387771744092871,.9530635871138499,2458866.955871164505,20200118.4558712,377.7292563344943,1.03416634177822,.00354485,1.3795492745,3.87441,5.913,6.1484E-8,4.5532E-9,6.0014E-8,2.4617E-6,2.0386E-5,2.0577E-5,1.2697E-5,6.1789E-9,6.3652E-9,1.2461E-5,2.5227E-6,APO,"Otto Matic",11374,1989-03-31,2020-05-21,414,2,2,0,.45323,,,-3.801020413653063E-14,,
a0004596,2004596,"  4596 (1981 QB)",4596,,,Y,N,16.4,,,,,,,,,,,,,,,,,,,"JPL 108",2459000.5,59000,20200531.0000000,J2000,.5199542216102424,2.238728418140025,1.074692126089299,37.07686352400383,154.2301421880091,248.4024332386285,179.6433300288284,3.402764710190751,.2942401651345567,2458389.967002417304,20180928.4670024,1223.490341080291,3.3497339933752,.296609,115.43132453,2.87971,3.218,7.2015E-8,6.7E-9,1.5965E-7,1.0765E-5,9.9185E-6,1.4292E-5,1.1679E-5,1.0184E-8,1.3209E-9,3.83E-5,5.4924E-6,AMO,"Otto Matic",14064,1981-08-28,2020-02-29,448,,,0,.54,,,,,
